Impacto,Circuito,Servicio,Motivo,Solicita,Número de instalación,Municipio,Dirección,Nombre del responsable,Fecha y hora esperada,Inicio,Fin,Horas,Estado,Fecha de registro,Explicación,Barrio,Nombre del contratista ,Tipo de aviso
Medio,Pedregal,Agua,Programado,Unidad Mantenimiento redes secundarias acueducto,2915,Medellín,De CL92BB hasta CL96 entre CR68 y CR 72,FABER ESTEBAN GIL,01/26/2022 05:00:00 PM,01/26/2022 01:00:00 PM,01/26/2022 05:00:00 PM,4,ABIERTA,01/11/2022 0:00,"Instalaciones afectadas: 2915 | Motivo: Cambio de válvula | Rango Aproximado: De CL92BB hasta CL96 entre CR68 y CR 72 | Responsable: Jorge Ivan Jaramillo Perez - 380 79 20 - Unidad Mantenimiento redes secundarias acueducto                 | Solicitud HIDRO: N.A | Circuito: Pedregal | Observaciones: CAMBIO VALVULA 4""  IPID  2666351. 
Ejecutor: Contratista CONDUGAS S.A..
 Auxiliar: JUAN DAVID YEPES GIL -  3006086573. 
(G.C:5).","Francisco Antonio Zea, Castilla",Contratista CONDUGAS S.A..,IVR
Alto,San Cristóbal,Agua,Preventivo,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primaria",8272,Medellín,De Calle 44 hasta calle 48CC entre carrera 103A y carrera 108; De Calle 48BB hasta calle 48CB entre carrera 108 y carrera 112; De Calle 52 hasta calle 57 entre carrera 122 y carrera 127; De Calle 59 hasta calle 63 entre carrera 126 y carrera 133; De Calle 62 hasta calle 63 entre carrera 133 y carrera 136; De Calle 60CC hasta calle 63 entre carrera 126 y carrera 121;  De Calle 48DD hasta calle 49A entre carrera 98C y carrera 99EB; De Calle 48DD entre carrera 99EB y carrera 99F; De Calle 48D entre carrera 99 y carrera 99F,Jorge Andrés Lora Hoyos,01/26/2022 04:00:00 AM,01/26/2022 08:00:00 PM,01/27/2022 04:00:00 AM,8,ABIERTA,12/29/2021 12:00:00 AM,"Instalaciones afectadas: 8272 | Motivo: Lavado de tanque | Rango Aproximado: De Calle 44 hasta calle 48CC entre carrera 103A y carrera 108; De Calle 48BB hasta calle 48CB entre carrera 108 y carrera 112; De Calle 52 hasta calle 57 entre carrera 122 y carrera 127; De Calle 59 hasta calle 63 entre carrera 126 y carrera 133; De Calle 62 hasta calle 63 entre carrera 133 y carrera 136; De Calle 60CC hasta calle 63 entre carrera 126 y carrera 121;  De Calle 48DD hasta calle 49A entre carrera 98C y carrera 99EB; De Calle 48DD entre carrera 99EB y carrera 99F; De Calle 48D entre carrera 99 y carrera 99F | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 - Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: San Cristóbal | Observaciones: Lavado tanque Los San Cristobal. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=19).",Antonio Nariño; Juan XXIII - La Quiebra; El Socorro; La Gabriela (San Cristóbal); Eduardo Santos (San Cristóbal); Santa Margarita; Olaya Herrera.,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Alto,La Quiebra,Agua,Preventivo,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primaria",2503,Medellín,"De Calle 48DD hasta calle 49A entre Carrera  97A y Carrera 99DD; Calle 48BB entre 99B y Carrera 99F, De Carrera 99DD hasta CR 109A entre Calle 48F hasta Calle 55.",Jorge Andrés Lora Hoyos,01/26/2022 08:00:00 PM,01/26/2022 08:00:00 PM,01/27/2022 04:00:00 AM,8,ABIERTA,12/29/2021 12:00:00 AM,"Instalaciones afectadas: 2503 | Motivo: Lavado de tanque | Rango Aproximado: De Calle 48DD hasta calle 49A entre Carrera  97A y Carrera 99DD; Calle 48BB entre 99B y Carrera 99F, De Carrera 99DD hasta CR 109A entre Calle 48F hasta Calle 55. | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 - Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: La Quiebra | Observaciones: Lavado tanque Los San Cristobal, afecta el circuito La Quiebra. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=8).","Juan  XXIII La Quiebra, La Pradera, Santa Margarita.",Contratista: Ingeniería Total Ltda.,IVR
Alto,Paris,Agua,Preventivo,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primaria",5393,Medellín,"Municipio de Bello: De Calle 20F hasta calle 27 entre carrera 77 y carrera 83; De Calle 20F hasta calle 20B entre carrera 77 y carrera 78.
Municipio de Medellín: De Calle 107 hasta calle 97 entre carrera 85 y carrera 87",Jorge Andrés Lora Hoyos,01/27/2022 03:00:00 PM,01/27/2022 09:00:00 AM,01/27/2022 03:00:00 PM,6,ABIERTA,12/29/2021 12:00:00 AM,"Instalaciones afectadas: 5393 | Motivo: Lavado de tanque | Rango Aproximado: Municipio de Bello: De Calle 20F hasta calle 27 entre carrera 77 y carrera 83; De Calle 20F hasta calle 20B entre carrera 77 y carrera 78.
Municipio de Medellín: De Calle 107 hasta calle 97 entre carrera 85 y carrera 87 | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 - Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: Paris | Observaciones: Lavado tanque Paris. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=5).",El Triunfo (San Cristóbal); Paris; El Progreso No. 2; Mirador del Doce; Picachito,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,La Pastora,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueduct,270,Medellín,De CL44 E  hasta CL49 entre CR10 y CR 11 C,Juan David Muñoz Urrea,01/28/2022 05:00:00 PM,01/28/2022 01:00:00 PM,01/28/2022 05:00:00 PM,4,ABIERTA,01/17/2022 12:00:00 AM,"Instalaciones afectadas: 270 | Motivo: Cambio de válvula | Rango Aproximado: De CL44 E  hasta CL49 entre CR10 y CR 11 C | Responsable: León Humberto Posada Ríos - 300 3638342 - Unidad Mantenimiento Redes Secundarias Acueducto | Solicitud HIDRO: N.A | Circuito: La Pastora | Observaciones: Cambio válvula auxiliar  4""  ipid 9429636. Ejecutor: Contratista: C y C. Auxiliar: Marco Tulio Cataño - 300 8150252. (G.C:0).",Barrios de Jesús,Contratista: C y C.,Volantes
Bajo,Belencito,Agua,Programado,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",1030,Medellín,De CR93 hasta CR99 entre CL48A y CL 48D,FABER ESTEBAN GIL,01/28/2022 05:00:00 PM,01/28/2022 01:00:00 PM,01/28/2022 05:00:00 PM,4,ABIERTA,01/13/2022 12:00:00 AM,"Instalaciones afectadas: 1030 | Motivo: Instalar Accesorio | Rango Aproximado: De CR93 hasta CR99 entre CL48A y CL 48D | Responsable: Orlando Agudelo Ceballos - 3004636521 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Belencito | Observaciones: Intercalado TEE PEAD 90mm en los tramos IPID 9147699 Y 9413398. Ejecutor: Contratista UT REDES AC SMA. Auxiliar: ORLANDO AGUDELO - 3004636521. (G.C:1).",La pradera,Contratista UT REDES AC SMA.,IVR
Bajo,Campestre,Agua,Programado,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",5,Envigado,De CR50 hasta CR50 entre CL29 SUR y CL 32 B SUR,Juan David Muñoz Urrea,01/28/2022 04:00:00 AM,01/28/2022 08:00:00 PM,01/29/2022 04:00:00 AM,8,ABIERTA,01/12/2022 0:00,"Instalaciones afectadas: 5 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CR50 hasta CR50 entre CL29 SUR y CL 32 B SUR | Responsable: Neiron Yennier Puerta Zuleta- 302 8278348 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Campestre | Observaciones: Empalme de red 450mm ipid 9127717 a red 560 mm ipid 9843119
Se da continuidad a red 450 mm ipid 9127725. 
Ejecutor: Contratista: Proing sa.. Auxiliar: Jamille Cardona Henao - 301 5127119. (G.C:2).",Las Vegas,Contratista: Proing S.A.,Volantes
Bajo,La Honda,Agua,Modernización,Unidad Vinculación y Desarrollos Urbanísticos Provisión Agua,143,Medellín,De CL70 hasta CL71 B entre CR24 y CR 27,Juan David Muñoz Urrea,02/01/2022 14:00,02/01/2022 9:00,02/01/2022 14:00,5,ABIERTA,01/21/2022 12:00:00 AM,Instalaciones afectadas: 143 | Motivo: Instalación VRP | Rango Aproximado: De CL70 hasta CL71 B entre CR24 y CR 27 | Responsable: Carlos Andrés Maya Tamayo - 3205013404 - Unidad Vinculación y Desarrollos Urbanísticos Provisión Aguas | Solicitud HIDRO: N.A | Circuito: La Honda | Observaciones: Instalacion VRP ipid 10096530. Ejecutor: Contratista Proing sa.. Auxiliar: Juan Carlos García Valencia -  321 7608776. (G.C:0).,Versalles # 2,Contratista Proing sa..,Volantes
Alto,Bello,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primaria",47412,Bello,"De Calle 44 hasta calle 55 entre carrera 43 y carrera 59, De Calle 56 hasta calle 68 entre carrera 46 y carrera  59, De Calle 54 hasta calle 63 entre carrera 58 y carrera 65,  De Avenida 42 hasta avenida 49 entre diagonal 50 y diagonal 61, De Calle 42 hasta calle 49A entre  CR 54 y carrera  59 , De carrera 53 hasta carrera 58 entre  CL 50  y calle 57D",Jorge Humberto Marin Posada,02/01/2022 4:00,02/01/2022 20:00,02/02/2022 4:00,8,ABIERTA,01/24/2022 12:00:00 AM,"Instalaciones afectadas: 47412 | Motivo: Lavado de tanque | Rango Aproximado: De Calle 44 hasta calle 55 entre carrera 43 y carrera 59, De Calle 56 hasta calle 68 entre carrera 46 y carrera  59, De Calle 54 hasta calle 63 entre carrera 58 y carrera 65,  De Avenida 42 hasta avenida 49 entre diagonal 50 y diagonal 61, De Calle 42 hasta calle 49A entre  CR 54 y carrera  59 , De carrera 53 hasta carrera 58 entre  CL 50  y calle 57D | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 -  Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: Bello | Observaciones: Lavado del tanque Bello. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=47).",Zona Industrial 3 (Bello); Panamericano; Ciudad Niquia; La Ciudadela del Norte; Las Granjas (Bello); Zona Industrial 2 (Bello); Centro (Bello); Prado (Bello); Zona Industrial 1 (Bello); La Estacion; Manchester; Rincón Santo; San Jose Obrero; Santana; Congolo; Andalucía (Bello); El Rosario (Bello); Pérez; Suarez; Salento; Central ;Puerto Bello; El Mirador; Pachelly; Los Alpes (Bello); El Ducado; La Aldea (Bello); Altos de Niquia; Espíritu Santo; Playa Rica (Bello); El Carmelo; Marco Tulio Henao; Urapanes; Niquia Bifamiliar; El Trapiche; La Selva; El Cairo; Buenos Aires (Bello); El Paraíso; La Milagrosa (Bello); Brisenito; El Porvenir; La Mesa; Altavista (Bello);Nazareth,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Versalles,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",892,Medellín,De CL75 A hasta CL80 entre CR36 y CR 37,Juan David Muñoz Urrea,02/01/2022 5:00,02/01/2022 21:00,02/02/2022 5:00,8,ABIERTA,01/26/2022 12:00:00 AM,"Instalaciones afectadas: 892 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL75 A hasta CL80 entre CR36 y CR 37 | Responsable: Neiron Yennier Puerta Zuleta- 302 8278348 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Versalles | Observaciones:  Empalme tubería IPID 9943254  de 125mm PEAD  con red existente  IPD 2618258  de 150 mm PVC.         
Empalme tubería IPID 9943209  de 125mm PEAD  con red existente  IPD 9090766  de 100mm PVC. 
 Empalme tubería IPID 9943262  de 125mm PEAD  con red existente IPID 2618641  de 75mm AC.   
Empalme tubería  IPID 9943259   de 125mm PEAD  con red existente IPD 9090735  de 100mm PVC.    
 Ejecutor: Contratista: Proing sa. Auxiliar: Alexander Arango Baena - 313 7004946. (G.C:0).","El Raizal, Santa Inés.",Contratista: Proing sa.,IVR
Bajo,Picacho,Agua,Modernización,Unidad Desarrollo de Intervenciones de Inversió,212,Medellín,De CL96 hasta CL96 BB entre CR80 y CR 81,Juan David Muñoz Urrea,02/02/2022 3:00,02/02/2022 20:00,02/03/2022 3:00,7,ABIERTA,01/27/2022 12:00:00 AM,"Instalaciones afectadas: 212 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL96 hasta CL96 BB entre CR80 y CR 81 | Responsable: Claudia Helena García Betancur - 380 46 12 - Unidad Desarrollo de Intervenciones de Inversión | Solicitud HIDRO: N.A | Circuito: Picacho | Observaciones:  Empalme de red ipid 2667893 200mm a red ipid 10192113 250 mm pead.
 Empalme red ipid 2667816 75 mm a red ipid 10192111, 90 mm pead.
 Empalme red ipid 4532118 75 mm a red ipid 10192106, 90 mm pead.
 Empalme red ipid 2667918 75 mm a red ipid 10192103, 90 mm pead.
Ejecutor: Contratista: UT Redes AC SMA . Auxiliar: Orlando Agudelo Ceballos - 300 4636521. (G.C:0).",San Martìn de Porres,Contratista: UT Redes AC SMA,Volantes
Alto,Palenque,Agua,Modernización,Unidad Mantenimiento redes secundarias acueducto,2021,Medellín,De CL78B hasta CL84 entre CR71 y CR 74,FABER ESTEBAN GIL,02/02/2022 5:00,02/02/2022 22:00,02/03/2022 5:00,7,ABIERTA,01/11/2022 0:00,"Instalaciones afectadas: 2021 | Motivo: Cambio de válvula | Rango Aproximado: De CL78B hasta CL84 entre CR71 y CR 74 | Responsable: Jorge Ivan Jaramillo Perez - 380 79 20 - Unidad Mantenimiento redes secundarias acueducto                 | Solicitud HIDRO: N.A | Circuito: Palenque | Observaciones:  CAMBIO  VALVULA 4"" -  IPID  2636733 
CAMBIO  VALVULA 4"" -  IPID  2636767 
Ejecutor: Contratista CONDUGAS S.A..
 Auxiliar: JUAN DAVID YEPES GIL -  3006086573. 
(G.C:3).","Altamira, Córdoba, Lopez de Mesa",Contratista CONDUGAS S.A.,IVR
Bajo,Villa Linda,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primaria",602,Bello,De Calle 81C hasta calle 84B entre carrera 66B y carrera 67C,Jorge Humberto Marin Posada,02/03/2022 14:00,02/03/2022 9:00,02/03/2022 14:00,5,ABIERTA,01/24/2022 12:00:00 AM,"Instalaciones afectadas: 602 | Motivo: Lavado de tanque | Rango Aproximado: De Calle 81C hasta calle 84B entre carrera 66B y carrera 67C | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 -  Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: Villa Linda | Observaciones: Lavado del tanque Villa Linda. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=1).",Area Sin Dllo Com 04 Bello,Contratista: Ingeniería Total Ltda.,IVR
Bajo,Belencito,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",695,Medellín,De CR92 hasta CR94 entre CL38 y CL 40,FABER ESTEBAN GIL,02/04/2022 16:00,02/04/2022 14:00,02/04/2022 16:00,2,ABIERTA,01/21/2022 12:00:00 AM,"Instalaciones afectadas: 695 | Motivo: Preaislada | Rango Aproximado: De CR92 hasta CR94 entre CL38 y CL 40 | Responsable: Orlando Agudelo Ceballos - 3004636521 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Belencito | Observaciones: Pre-aislada para verificar conexion errada entre circuitos y efectividad de la aislada. 
Ejecutor: Contratista UT REDES AC SMA. 
Auxiliar: ORLANDO AGUDELO - 3004636521. 
(G.C:3).",Campo Alegre y Santa Monica,Contratista UT REDES AC SMA.,IVR
Bajo,Belencito,Agua,Modernización,"Dirección Proyectos Aguas, Saneamiento, Gas y Locativos",695,Medellín,De CR92 hasta CR94 entre CL38 y CL 40,FABER ESTEBAN GIL,02/04/2022 16:00,02/04/2022 14:00,02/04/2022 16:00,2,ABIERTA,01/21/2022 12:00:00 AM,"Instalaciones afectadas: 695 | Motivo: Preaislada | Rango Aproximado: De CR92 hasta CR94 entre CL38 y CL 40 | Responsable: Orlando Agudelo Ceballos - 3004636521 - Dirección Proyectos Aguas, Saneamiento, Gas y Locativos 2 | Solicitud HIDRO: N.A | Circuito: Belencito | Observaciones: Pre-aislada para verificar conexion errada entre circuitos y efectividad de la aislada. 
Ejecutor: Contratista UT REDES AC SMA. 
Auxiliar: ORLANDO AGUDELO - 3004636521. 
(G.C:3).",Campo Alegre y Santa Monica,Contratista UT REDES AC SMA.,IVR
Alto,Niquia,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primaria",12790,Bello,De Avenida 40 hasta avenida 30 entre diagonal 49A y diagonal 61; De diagonal 50 hasta diagonal 52 entre avenida 30 y avenida 20; De diagonal 52 hasta diagonal 58A entre avenida 21A y avenida 19; De diagonal 52 hasta diagonal 54 entre avenida 15A y avenida 13,Jorge Andrés Lora Hoyos,02/08/2022 4:00,02/08/2022 20:00,02/09/2022 4:00,8,ABIERTA,01/24/2022 12:00:00 AM,"Instalaciones afectadas: 12790 | Motivo: Lavado de tanque | Rango Aproximado: De Avenida 40 hasta avenida 30 entre diagonal 49A y diagonal 61; De diagonal 50 hasta diagonal 52 entre avenida 30 y avenida 20; De diagonal 52 hasta diagonal 58A entre avenida 21A y avenida 19; De diagonal 52 hasta diagonal 54 entre avenida 15A y avenida 13 | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 - Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: Niquia | Observaciones: Lavado tanque Niquia. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=35).",Zona Industrial 3 (Bello); Jardines de La Fe; Altos De Niquia; Guasimalito; Hermosa Provincia; Ciudad Niquia; La Navarra; La Ciudadela Del Norte,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Medio,San Antonio De Pereira,Agua,Mantenimiento,Unidad Mantenimiento Redes Aguas Residuale,4263,Rionegro,De CL13 A hasta CL27 entre CR53 y CR 58,Juan David Muñoz Urrea,02/08/2022 5:00,02/08/2022 23:00,02/09/2022 5:00,6,ABIERTA,01/28/2022 12:00:00 AM,"Instalaciones afectadas: 4263 | Motivo: Cambio de válvula | Rango Aproximado: De CL13 A hasta CL27 entre CR53 y CR 58 | Responsable: Carlos Augusto Agudelo Mejía - 380 09 50 - Unidad Mantenimiento Redes Aguas Residuales | Solicitud HIDRO: N.A | Circuito: San Antonio De Pereira | Observaciones: Cambio de Válvula ipid 9914861, 3"".
 Cambio de Válvula ipid 9914849, 3"". 
 Instalación de Válvula ipid 9918128, 3"".  
Ejecutor: Contratista: Consorcio C&G. Auxiliar: Juan Sebastian Gomez Otalvaro - 304 3627203. (G.C:0).","San Antonio, Baden Baden, Casa Mía, El Faro, Santa Ana.",Contratista: Consorcio C&G.,IVR
Bajo,Picacho,Agua,Mantenimiento,Unidad Mantenimiento Redes Secundarias Acueduct,360,Medellín,De CL74 hasta CL76 entre CR104 D y CR  105 B,Juan David Muñoz Urrea,02/09/2022 17:00,02/09/2022 13:00,02/09/2022 17:00,4,ABIERTA,01/19/2022 12:00:00 AM,"Instalaciones afectadas: 360 | Motivo: Cambio de válvula | Rango Aproximado: De CL74 hasta CL76 entre CR104 D y CR  105 B | Responsable: Jorge Ivan Jaramillo Perez - 380 79 20 - Unidad Mantenimiento Redes Secundarias Acueducto | Solicitud HIDRO: N.A | Circuito: Picacho | Observaciones: Cambio de válvula 4"" ipid  2665564. 
Ejecutor: Contratista: Condugas sa. Auxiliar: Juan David Yepes 300 6086573. (G.C:0).","Pedregal, Santander",Contratista: Condugas sa.,Volantes
Bajo,Campestre,Agua,Modernización,Unidad Desarrollo de Intervensiones de Inversio,780,Envigado,De CL25Sur hasta TRAN32D Sur entre DIAG31C y TRAN 32A Sur,FABER ESTEBAN GIL,02/09/2022 7:00,02/09/2022 13:00,02/09/2022 17:00,4,ABIERTA,02/02/2022 0:00,"Instalaciones afectadas: 780 | Motivo: Empalme de red nueva a red existente  | Rango Aproximado: De CL25Sur hasta TRAN32D Sur entre DIAG31C y TRAN 32A Sur | Responsable:  Federico David Martinez Rojas - 3003120249 - Unidad Desarrollo de Intervensiones de Inversion | Solicitud HIDRO: N.A | Circuito: Campestre | Observaciones: Instalación de adición de tuberia de 160mm en red de PVC con IPID 2580699. 
Ejecutor: Contratista CONSORCIO CYC GAAL. 
Auxiliar: Yury Tatiana Garcia Zualuaga - 3801865. 
(G.C:0).","Las Flores, Las Orquídeas",Contratista CONSORCIO CYC GAAL.,IVR
Alto,Villa Del Socorro,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primaria",17117,Medellín,"Municipio de Medellín: De Calle 92 hasta calle 93F entre carrera 55 y carrera 55A; De Calle 93F hasta calle 98 entre carrera 52 y carrera 52A; De Calle 97A hasta calle 102 entre carrera 50 y carrera 52; De Calle 102 hasta calle 105AA entre carrera 48 y carrera 52; De Calle 105AA hasta calle 109 entre carrera 50 y carrera 52; De Calle 109 hasta calle 120 entre carrera 50B y carrera 52; De Calle 120 hasta calle 126 entre carrera 50BB y carrera 54. 
Municipio de  Bello: De Calle 20D hasta calle 20FF entre carrera 42D y carrera 45; De carrera 45 entre calle 22D y calle 30C",Jorge Andrés Lora Hoyos,02/09/2022 3:00,02/09/2022 21:00,02/10/2022 3:00,6,ABIERTA,01/24/2022 12:00:00 AM,"Instalaciones afectadas: 17117 | Motivo: Lavado de tanque | Rango Aproximado: Municipio de Medellín: De Calle 92 hasta calle 93F entre carrera 55 y carrera 55A; De Calle 93F hasta calle 98 entre carrera 52 y carrera 52A; De Calle 97A hasta calle 102 entre carrera 50 y carrera 52; De Calle 102 hasta calle 105AA entre carrera 48 y carrera 52; De Calle 105AA hasta calle 109 entre carrera 50 y carrera 52; De Calle 109 hasta calle 120 entre carrera 50B y carrera 52; De Calle 120 hasta calle 126 entre carrera 50BB y carrera 54. 
Municipio de  Bello: De Calle 20D hasta calle 20FF entre carrera 42D y carrera 45; De carrera 45 entre calle 22D y calle 30C | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 - Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: Villa Del Socorro | Observaciones: Lavado tanque Villa del Socorro. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=13).",San Isidro (Medellín); Palermo; La Rosa; Santa Cruz (Medellín); Moravia; Zamora;  Playón de Los Comuneros; La Frontera; Pablo VI; La Francia; Andalucía (Medellín); Villa Niza; Area Sin Dllo Com 06 Bello; Moscú No. 1; La Gabriela; Acevedo; Villa del Socorro,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Alto,Machado,Agua,Lavado de tanque,"Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primaria",10610,Bello,"Municipio Bello: De Calle 30C hasta calle 32D entre carrera 42 y carrera 45; De carrera 45 entre calle 32D y calle 38; De carrera 43 hasta carrera 45 entre calle 38 y avenida 38C; De Avenida 38C hasta avenida 38A entre diagonal 42DC y diagonal 42F; De Avenida 36C hasta avenida 36A entre diagonal 42C y diagonal 42F; De diagonal 44 hasta diagonal 46 entre avenida 35 y avenida 39; De diagonal 44 hasta diagonal 44A entre avenida 36D y avenida 35; De Avenida 35 hasta avenida 34 entre diagonal 42E y diagonal 44; De Avenida 34 hasta avenida 31 entre diagonal 42EE y diagonal 44.
Municipio Copacabana: De carrera 87 hasta carrera 79 entre calle 38 y calle 40; De Calle 40 hasta calle 47 entre carrera 86 y carrera 82; De Calle 46 entre carrera 81 y carrera 78",Jorge Andrés Lora Hoyos,02/10/2022 4:00,02/10/2022 20:00,02/11/2022 4:00,8,ABIERTA,01/24/2022 12:00:00 AM,"Instalaciones afectadas: 10610 | Motivo: Lavado de tanque | Rango Aproximado: Municipio Bello: De Calle 30C hasta calle 32D entre carrera 42 y carrera 45; De carrera 45 entre calle 32D y calle 38; De carrera 43 hasta carrera 45 entre calle 38 y avenida 38C; De Avenida 38C hasta avenida 38A entre diagonal 42DC y diagonal 42F; De Avenida 36C hasta avenida 36A entre diagonal 42C y diagonal 42F; De diagonal 44 hasta diagonal 46 entre avenida 35 y avenida 39; De diagonal 44 hasta diagonal 44A entre avenida 36D y avenida 35; De Avenida 35 hasta avenida 34 entre diagonal 42E y diagonal 44; De Avenida 34 hasta avenida 31 entre diagonal 42EE y diagonal 44.
Municipio Copacabana: De carrera 87 hasta carrera 79 entre calle 38 y calle 40; De Calle 40 hasta calle 47 entre carrera 86 y carrera 82; De Calle 46 entre carrera 81 y carrera 78 | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 - Unidad  Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: Machado | Observaciones: Lavado tanque Machado. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=12).",Urb. Cinco Estrellas; La Camila; Fontiduenño; Alcala (Bello); Las Vegas; La Gabriela,Contratista: Ingeniería Total Ltda.,IVR + Plan medios
Bajo,Pinos,Agua,Lavado de tanque,"Unidad Mantenimiento Captaciones, Instalaciones y Redes Primaria",439,El Retiro,De RURAL_125000407810000000_LAS PALMAS hasta RURAL_125000407810000038_LAS PALMAS; De RURAL_125000407812000000_LAS PALMAS hasta RURAL_125000407812000037_LAS PALMAS; De Calle 23 Sur hasta calle 27 Sur entre carrera 5 y carrera 7,Jorge Humberto Marin Posada,02/14/2022 04:00:00 PM,02/14/2022 11:00:00 AM,02/14/2022 04:00:00 PM,5,ABIERTA,02/07/2022 0:00,"Instalaciones afectadas: 439 | Motivo: Lavado de tanque | Rango Aproximado: De RURAL_125000407810000000_LAS PALMAS hasta RURAL_125000407810000038_LAS PALMAS; De RURAL_125000407812000000_LAS PALMAS hasta RURAL_125000407812000037_LAS PALMAS; De Calle 23 Sur hasta calle 27 Sur entre carrera 5 y carrera 7 | Responsable: Yeny Alexandra Tamayo Ruiz - 380 53 35 -  Unidad Mantenimiento Captaciones, Instalaciones y Redes Primarias | Solicitud HIDRO: N.A | Circuito: Pinos | Observaciones: Lavado del tanque Pinos. Ejecutor: Contratista: Ingeniería Total Ltda. Auxiliar: John Jairo Osorio Jiménez, celular: 3014301876. (G.C=1).",Las Palmas; Carrizales; Santa Catalina,Contratista: Ingeniería Total Ltda.,Volantes
